food_name,kcal_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g
318,407.0,45.3,13.699999999999998,25.4
319,178.0,49.0,74.3,27.9
320,569.0,26.700000000000003,36.3,32.6
321,114.99999999999999,18.1,54.50000000000001,12.0
322,457.0,21.6,83.9,9.8
323,512.0,24.8,38.9,28.9
324,259.0,37.0,8.8,4.0
325,392.0,3.7000000000000006,93.0,6.7
326,398.0,27.399999999999995,56.2,32.3
327,304.0,10.9,15.0,21.6
328,479.0,45.6,83.8,32.4
329,62.0,6.6000000000000005,36.2,14.2
330,430.99999999999994,24.6,25.2,39.1
331,167.0,42.4,13.4,43.1
332,333.0,39.3,71.0,25.3
333,434.0,46.2,97.4,19.9
334,374.0,41.6,44.0,4.3
335,443.0,22.0,47.8,23.9
336,79.0,29.7,24.8,13.8
337,432.0,13.100000000000001,55.60000000000001,44.5
338,592.0,40.8,73.2,18.5
339,206.99999999999997,35.9,94.1,27.699999999999996
340,51.0,31.1,53.400000000000006,24.0
341,475.0,14.400000000000002,58.099999999999994,40.4
342,353.0,35.2,88.1,49.6
343,101.0,14.400000000000002,74.2,16.0
344,401.99999999999994,23.0,56.99999999999999,13.4
345,425.0,19.9,64.0,5.3
346,250.99999999999997,8.1,35.9,5.4
347,501.0,4.2,55.00000000000001,16.5
348,495.0,43.9,17.5,34.0
349,221.0,40.7,5.1,32.6
350,128.0,39.9,45.4,31.3
351,110.00000000000001,31.900000000000002,44.1,22.5
352,231.0,41.3,10.8,45.7
353,185.0,44.0,62.8,8.8
354,294.0,11.3,51.4,28.000000000000004
355,90.0,43.1,85.0,30.7
356,397.0,33.5,26.0,37.7
357,386.0,5.3,5.6,8.4
358,309.0,32.6,16.0,4.2
359,507.0,30.599999999999998,78.6,43.3
360,190.0,44.5,41.1,20.3
361,252.99999999999997,22.1,47.4,35.6
362,86.0,18.8,73.0,42.5
363,380.0,24.2,16.7,8.0
364,101.0,17.8,22.5,2.8
365,583.0,47.3,27.3,8.5
366,570.0,49.9,71.1,5.3
367,509.0,8.7,89.4,46.1
368,328.0,19.6,97.2,39.0
369,72.0,34.5,92.9,27.699999999999996
370,374.0,1.8000000000000003,19.8,21.2
371,478.0,47.8,78.7,12.8
372,476.99999999999994,46.6,32.6,47.6
373,473.00000000000006,11.9,59.4,11.9
374,497.0,30.9,76.4,24.9
375,80.0,7.000000000000001,48.9,28.000000000000004
376,515.0,24.8,30.7,44.1
377,80.0,18.0,70.5,36.9
378,55.00000000000001,25.0,84.2,42.2
379,383.0,4.2,26.8,49.2
380,184.0,22.1,42.3,3.8
381,463.99999999999994,22.7,63.5,23.7
382,306.0,30.0,84.7,25.3
383,480.99999999999994,43.6,66.3,4.9
384,436.00000000000006,46.7,95.1,14.000000000000002
385,194.0,17.2,84.9,22.0
386,111.00000000000001,4.2,38.7,20.0
387,252.0,29.9,33.2,16.1
388,285.0,5.8,60.699999999999996,32.2
389,520.0,46.7,54.6,44.2
390,455.99999999999994,29.4,13.600000000000001,9.3
391,107.0,38.3,78.7,47.4
392,584.0,31.8,21.0,34.6
393,118.0,7.9,62.0,22.9
394,520.0,20.3,19.3,42.6
395,564.0,44.9,98.5,4.2
396,106.0,8.1,61.7,34.2
397,95.0,5.7,54.7,15.299999999999999
398,409.99999999999994,14.499999999999998,28.7,34.0
399,93.0,11.6,18.4,28.000000000000004
400,534.0,17.0,89.5,23.8
401,569.0,27.0,19.1,14.6
402,338.0,14.2,46.8,28.999999999999996
403,285.0,38.0,25.8,6.9
404,64.0,3.4000000000000004,75.9,26.700000000000003
405,363.0,11.8,10.4,7.8
406,227.0,24.0,82.0,6.6000000000000005
407,236.0,17.0,26.400000000000002,14.3
408,169.0,45.8,33.5,8.8
409,214.0,12.7,58.5,35.7
410,518.0,9.2,90.4,11.8
411,353.0,49.1,56.39999999999999,45.3
412,134.0,1.6,17.2,12.6
413,151.0,12.4,85.9,21.2
414,521.0,44.6,31.1,26.400000000000002
415,270.0,16.8,64.3,34.3
416,125.0,17.0,76.3,30.599999999999998
417,279.0,49.1,27.3,42.7
418,128.0,22.0,41.6,24.5
419,311.0,15.8,26.3,16.1
420,156.0,35.6,92.1,16.4
421,315.0,39.7,12.5,20.2
422,257.0,38.6,30.7,7.9
423,297.0,5.2,76.2,40.2
424,442.0,16.4,8.4,20.0
425,476.0,20.2,91.5,19.3
426,560.0,18.4,75.7,4.5
427,399.0,13.699999999999998,97.5,23.9
428,392.0,29.5,97.4,48.0
429,76.0,33.3,42.1,32.4
430,461.00000000000006,14.000000000000002,79.3,34.8
431,297.0,34.1,19.6,24.7
432,195.0,2.7,28.800000000000004,8.2
433,292.0,32.7,99.4,9.3
434,344.0,7.000000000000001,44.8,23.6
435,417.0,41.9,35.1,15.0
436,158.0,2.2,29.2,7.200000000000001
437,170.0,46.1,21.9,14.899999999999999
438,62.0,16.1,62.7,4.8
439,445.0,9.5,61.3,4.6
440,186.0,35.2,55.89999999999999,44.4
441,279.0,43.1,9.6,26.1
442,295.0,41.4,96.1,40.5
443,454.0,2.2,58.099999999999994,37.4
444,56.99999999999999,24.6,23.8,42.6
445,269.0,46.9,78.5,27.699999999999996
446,583.0,11.1,56.89999999999999,24.7
447,54.0,45.8,81.1,1.4
448,274.0,49.4,63.0,6.9
449,577.0,21.2,21.4,34.3
450,423.00000000000006,36.6,10.4,1.7000000000000002
451,80.0,21.4,95.9,6.7
452,79.0,8.0,86.9,25.0
453,70.0,13.200000000000001,30.5,48.0
454,197.0,5.2,95.7,11.8
455,247.00000000000003,29.7,45.8,34.2
456,163.0,22.5,57.60000000000001,46.7
457,525.0,28.7,37.9,20.6
458,367.0,41.3,61.6,34.2
459,589.0,46.5,84.5,23.6
460,446.0,18.8,42.0,11.3
461,433.0,14.400000000000002,49.1,18.0
462,377.0,36.7,28.800000000000004,4.4
463,109.00000000000001,33.9,34.5,13.5
464,565.0,46.8,69.3,18.8
465,94.0,18.0,92.2,1.6
466,509.99999999999994,7.200000000000001,59.8,41.9
467,363.0,28.000000000000004,97.5,9.0
468,174.0,20.2,84.7,24.7
469,425.0,23.2,49.5,37.3
470,250.99999999999997,20.1,25.8,30.7
471,279.0,37.2,48.0,49.0
472,488.0,11.7,9.4,13.5
473,138.0,36.7,88.0,38.9
474,315.0,41.0,27.699999999999996,16.0
475,114.99999999999999,25.5,10.2,6.800000000000001
476,342.0,42.0,56.10000000000001,42.8
477,373.0,19.3,41.1,4.2
478,322.0,10.4,20.0,25.0
479,357.0,5.1,92.7,43.0
480,389.0,1.4,10.6,25.4
481,488.0,28.000000000000004,65.3,13.600000000000001
482,124.0,16.7,79.1,29.5
483,531.0,48.0,57.2,7.5
484,93.0,7.200000000000001,77.6,46.6
485,597.0,32.0,97.4,4.7
486,363.0,32.3,7.1,29.2
487,64.0,43.3,24.1,9.3
488,593.0,36.6,27.500000000000004,25.0
489,528.0,22.7,12.3,28.800000000000004
490,208.0,37.1,36.4,8.2
491,474.0,29.5,43.1,22.1
492,531.0,29.7,81.5,31.0
493,449.0,41.4,25.8,31.6
494,106.0,24.0,67.5,21.7
495,405.99999999999994,4.7,24.9,31.6
496,375.0,40.6,96.6,3.5000000000000004
497,143.0,15.5,51.300000000000004,12.9
498,134.0,14.800000000000002,21.0,14.2
499,90.0,39.2,57.2,8.4
500,312.0,14.800000000000002,98.2,1.1
501,400.0,45.9,38.6,37.5
502,424.0,28.499999999999996,20.1,4.1
503,592.0,48.6,45.4,32.9
504,363.0,29.299999999999997,78.7,46.5
505,380.0,16.3,29.100000000000005,21.2
506,169.0,32.6,60.6,40.7
507,408.0,11.5,31.7,13.5
508,243.00000000000003,29.9,41.8,23.3
509,237.0,7.000000000000001,25.4,11.1
510,578.0,33.9,10.8,26.700000000000003
511,554.0,31.4,63.9,38.1
512,426.99999999999994,25.900000000000002,83.0,6.1
513,128.0,32.9,93.7,30.9
514,557.0,8.4,8.2,45.9
515,368.0,35.8,48.3,23.6
516,280.0,44.7,80.1,11.0
517,473.00000000000006,38.4,25.4,24.3
518,286.0,8.5,71.9,21.8
519,87.0,20.9,20.0,45.3
520,582.0,3.1,12.1,49.1
521,370.0,30.7,21.6,37.2
522,269.0,44.4,67.9,7.6
523,229.99999999999997,26.1,75.1,45.5
524,225.99999999999997,34.4,71.9,31.0
525,437.0,1.3,32.2,38.4
526,206.99999999999997,42.7,9.0,31.8
527,380.0,18.0,13.200000000000001,12.1
528,185.0,3.2,60.3,18.4
529,301.0,44.0,93.6,17.9
530,543.0,47.7,8.5,2.9
531,223.0,33.5,81.4,25.1
532,520.0,35.0,11.2,26.899999999999995
533,595.0,36.9,79.0,4.3
534,508.0,46.1,45.2,28.499999999999996
535,594.0,5.2,46.5,46.7
536,204.0,36.0,50.4,26.3
537,505.99999999999994,3.4000000000000004,72.2,27.200000000000003
538,564.0,23.1,61.4,2.3
539,501.0,18.7,12.5,35.5
540,583.0,36.7,62.6,33.5
541,76.0,5.0,65.4,48.1
542,333.0,43.3,7.200000000000001,45.5
543,113.99999999999999,41.4,25.3,27.200000000000003
544,318.0,32.9,59.5,15.5
545,243.00000000000003,8.1,93.7,41.1
546,107.0,18.2,60.699999999999996,33.7
547,212.0,45.5,96.8,23.1
548,113.99999999999999,9.5,10.7,4.3
549,421.0,33.6,28.4,18.0
550,217.0,33.9,76.4,29.799999999999997
551,139.0,24.4,93.2,5.2
552,117.0,49.4,90.7,38.6
553,511.00000000000006,30.9,82.5,17.5
554,344.0,26.400000000000002,20.7,2.4
555,570.0,42.9,74.7,25.7
556,433.0,15.8,26.200000000000003,48.2
557,531.0,37.5,42.5,23.8
558,254.99999999999997,20.4,23.3,8.6
559,522.0,1.3,59.3,24.4
560,355.0,27.9,50.7,4.0
561,399.0,38.7,10.3,34.6
562,375.0,27.200000000000003,13.699999999999998,31.7
563,444.00000000000006,42.7,82.9,1.4
564,359.0,42.3,7.8,24.9
565,120.0,36.1,79.6,44.7
566,426.0,14.3,81.4,11.2
567,243.00000000000003,3.2,54.2,41.5
568,274.0,45.8,62.5,32.4
569,551.0,38.0,29.299999999999997,3.5000000000000004
570,277.0,16.6,55.60000000000001,27.6
571,352.0,22.9,70.2,2.1
572,152.0,48.7,30.5,25.1
573,600.0,46.4,50.3,3.8
574,175.0,29.299999999999997,51.300000000000004,11.7
575,319.0,39.6,8.9,16.9
576,249.00000000000003,15.0,89.8,19.4
577,181.0,18.1,36.4,39.4
578,508.0,24.9,72.4,13.4
579,349.0,26.8,26.200000000000003,34.9
580,380.0,27.699999999999996,41.7,48.8
581,582.0,38.4,47.9,14.899999999999999
582,261.0,20.1,52.5,12.7
583,169.0,39.5,25.6,47.0
584,215.0,41.5,24.9,45.3
585,585.0,16.7,45.4,37.3
586,140.0,21.6,61.3,3.7000000000000006
587,182.0,26.6,59.3,16.6
588,370.0,14.000000000000002,8.3,29.100000000000005
589,209.0,22.5,56.60000000000001,27.6
590,362.0,16.6,47.2,39.0
591,125.0,18.8,30.099999999999998,30.9
592,361.0,19.9,81.2,9.9
593,350.0,6.5,6.6000000000000005,28.199999999999996
594,600.0,36.4,23.0,46.4
595,163.0,21.8,50.3,47.9
596,367.0,6.7,34.8,5.1
597,147.0,31.900000000000002,51.7,15.299999999999999
598,330.0,49.5,39.5,39.1
599,338.0,21.6,46.9,30.3
600,440.00000000000006,40.1,76.1,13.900000000000002
601,577.0,38.7,28.800000000000004,43.5
602,121.0,30.7,80.6,39.7
603,261.0,28.4,79.5,49.9
604,511.00000000000006,40.3,81.6,33.3
605,173.0,2.5,59.5,8.6
606,225.99999999999997,1.5,58.8,45.2
607,430.0,33.5,90.5,36.1
608,156.0,30.7,11.9,43.2
609,321.0,12.2,7.400000000000001,20.9
610,398.0,33.8,75.7,28.000000000000004
611,363.0,35.8,68.9,6.7
612,299.0,45.1,41.0,22.1
613,263.0,8.3,85.8,28.9
614,530.0,2.0,77.9,20.6
615,93.0,45.7,98.1,22.5
616,337.0,17.2,39.0,13.900000000000002
617,148.0,18.2,6.2,7.8
618,224.00000000000003,44.2,71.1,36.2
619,280.0,18.7,58.8,44.1
620,303.0,32.0,61.8,31.1
621,254.0,24.0,57.3,15.299999999999999
622,584.0,40.2,14.3,29.2
623,428.0,8.1,11.2,41.1
624,368.0,40.5,53.29999999999999,30.0
625,494.00000000000006,48.8,75.8,34.0
626,565.0,36.6,32.4,41.6
627,443.0,21.3,61.9,15.0
628,97.0,7.1,12.6,24.8
629,483.0,4.0,35.0,16.4
630,447.0,46.5,36.4,22.4
631,252.99999999999997,4.5,13.3,38.1
632,270.0,14.099999999999998,100.0,28.1
633,75.0,2.8,91.9,3.4000000000000004
634,331.0,22.4,92.7,42.8
635,73.0,23.5,9.7,21.2
636,442.0,33.0,95.5,15.1
637,174.0,33.1,46.6,45.4
638,376.0,7.1,92.5,32.9
639,516.0,12.6,82.8,32.8
640,526.0,18.0,7.400000000000001,26.200000000000003
641,73.0,25.5,27.9,18.0
642,153.0,37.0,17.4,15.5
643,77.0,35.9,57.3,45.6
644,571.0,46.0,22.6,47.3
645,519.0,43.4,99.8,39.0
646,358.0,3.8,36.8,47.9
647,372.0,21.4,21.7,29.600000000000005
648,517.0,5.7,21.7,8.7
649,204.0,42.4,92.1,39.3
650,378.0,20.1,94.2,37.7
651,428.0,25.1,83.1,48.1
652,500.0,24.1,84.1,41.0
653,178.0,47.7,77.3,48.5
654,597.0,1.3,57.4,49.3
655,364.0,24.5,89.3,41.9
656,311.0,28.499999999999996,14.2,46.7
657,509.0,14.000000000000002,83.6,17.2
658,591.0,33.4,71.1,12.1
659,363.0,48.4,25.2,49.3
660,211.0,30.3,70.4,22.4
661,262.0,8.7,20.6,44.3
662,560.0,39.0,65.1,23.1
663,366.0,30.7,42.6,8.6
664,51.0,46.0,56.39999999999999,49.0
665,312.0,16.3,77.5,13.0
666,586.0,2.0,17.7,35.4
667,517.0,34.5,85.8,40.8
668,219.0,19.6,12.7,16.6
669,578.0,1.8000000000000003,50.6,22.0
670,430.99999999999994,6.800000000000001,15.299999999999999,40.5
671,275.0,49.2,25.1,11.5
672,215.0,19.6,61.0,28.4
673,467.0,28.499999999999996,70.0,40.5
674,422.0,42.9,71.4,34.9
675,105.0,42.2,37.0,33.3
676,459.0,49.1,28.4,3.7000000000000006
677,433.0,23.8,69.1,24.9
678,578.0,32.5,5.2,2.2
679,443.0,32.1,40.3,20.8
680,96.0,9.3,11.6,19.9
681,530.0,43.8,67.2,10.5
682,337.0,15.299999999999999,8.1,30.5
683,495.0,42.8,84.6,30.9
684,593.0,41.3,70.6,7.400000000000001
685,133.0,10.3,36.7,1.1
686,66.0,44.0,46.5,22.4
687,90.0,8.0,79.6,38.4
688,295.0,34.8,93.0,1.0
689,335.0,49.2,84.5,36.8
690,314.0,14.6,59.099999999999994,34.2
691,274.0,39.6,82.1,42.0
692,459.0,40.0,83.9,7.5
693,442.0,33.7,69.7,33.3
694,155.0,34.6,49.0,34.3
695,224.00000000000003,25.4,34.0,44.2
696,259.0,8.2,36.8,9.3
697,401.99999999999994,13.0,62.1,37.9
698,98.0,8.0,57.10000000000001,43.5
699,263.0,17.3,56.2,47.6
700,252.0,15.2,58.3,1.2
701,514.0,14.099999999999998,62.7,48.7
702,513.0,19.4,48.6,26.400000000000002
703,308.0,22.3,76.2,16.6
